"","Account.Number","Organization","City","City.Location","Country","CDP.Region","Country.Name","Country.Code.2","Country.Code.3","Country.Numeric.code","lat","long","Location.Source"
"661",840515,"Tangerang Selatan City","","","Indonesia","Southeast Asia and Oceania","Indonesia","ID","IDN",360,NA,NA,NA
"662",73736,"Tafi Viejo","","","Argentina","Latin America","Argentina","AR","ARG",32,-26.7469685,-65.2541464591206,"World Cities dataset"
"663",60384,"Alcaldía de Yopal","","","Colombia","Latin America","Colombia","CO","COL",170,7.8353,-72.4736,"World Cities dataset"
"664",73732,"Monte Buey","","","Argentina","Latin America","Argentina","AR","ARG",32,-25.7996,-62.8666,"World Cities dataset"
"665",73789,"Rafaela","","","Argentina","Latin America","Argentina","AR","ARG",32,-31.2667,-61.4833,"World Cities dataset"
"666",840070,"Somerset West and Taunton","","","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,51.06267465,-3.34693200581285,"World Cities dataset"
"667",60369,"Alcaldía Municipal de Armenia","","","Colombia","Latin America","Colombia","CO","COL",170,13.7455913,-89.5011541871383,"World Cities dataset"
"668",832097,"Município de Lagos","","","Portugal","Europe","Portugal","PT","PRT",620,41.4,-7.95,"World Cities dataset"
"669",60414,"Municipalidad Venado Tuerto","","","Argentina","Latin America","Argentina","AR","ARG",32,-33.75,-61.9667,"World Cities dataset"
"670",840601,"Ayuntamiento de San Miguel de Allende","","","Mexico","Latin America","Mexico","MX","MEX",484,20.9142,-100.7436,"World Cities dataset"
"671",73668,"Malabrigo","","","Argentina","Latin America","Argentina","AR","ARG",32,-35.4745,-69.5853,"World Cities dataset"
"672",59681,"Town of East Hampton, NY","","","United States of America","North America","United States Of America","US","USA",840,41.0117,-72.1277,"World Cities dataset"
"673",840529,"Ayuntamiento de Victoria (Tamaulipas)","","","Mexico","Latin America","Mexico","MX","MEX",484,42.90743255,-2.06459209499366,"World Cities dataset"
"674",55466,"Milton Keynes Council","Central Milton Keynes","","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,NA,NA,NA
"675",60409,"Municipalidad Provincial de Callao","","","Peru","Latin America","Peru","PE","PER",604,-3.7852828,-80.0639827,"World Cities dataset"
"676",834251,"Municipality of Coronel Dominguez","","","Argentina","Latin America","Argentina","AR","ARG",32,42.50651405,27.3537499392833,"World Cities dataset"
"677",839965,"Dolores","Dolores","","Argentina","Latin America","Argentina","AR","ARG",32,-33.5333,-58.2167,"World Cities dataset"
"678",55615,"City of Winter Park, FL","","","United States of America","North America","United States Of America","US","USA",840,NA,NA,NA
"679",55381,"Prefeitura Municipal de Paulínia","","","Brazil","Latin America","Brazil","BR","BRA",76,NA,NA,NA
"680",36242,"Comune di Aosta","Aosta","","Italy","Europe","Italy","IT","ITA",380,NA,NA,NA
"681",834287,"Municipality of Terra Nova do Norte","","","Brazil","Latin America","Brazil","BR","BRA",76,42.50651405,27.3537499392833,"World Cities dataset"
"682",74386,"Gangtok","","","India","South and West Asia","India","IN","IND",356,27.33,88.62,"World Cities dataset"
"683",58511,"City of Richmond, CA","Richmond, CA","POINT (-122.348 37.9358)","United States of America","North America","United States Of America","US","USA",840,37.9358,-122.348,"CDP Disclosure"
"684",839667,"Municipio de Guanagazapa","","","Guatemala","Latin America","Guatemala","GT","GTM",320,14.2286,-90.6429,"World Cities dataset"
"685",36501,"Comune di Prato","Prato","","Italy","Europe","Italy","IT","ITA",380,43.8808,11.0966,"World Cities dataset"
"686",826182,"Ayuntamiento de Tonalá","","","Mexico","Latin America","Mexico","MX","MEX",484,19.3333,-96.4833,"World Cities dataset"
"687",74453,"City of Highland Park, IL","","","United States of America","North America","United States Of America","US","USA",840,37.577,-77.3865,"World Cities dataset"
"688",840927,"Prefeitura de São Cristóvão","","","Brazil","Latin America","Brazil","BR","BRA",76,-10.9285444,-37.1203481753393,"World Cities dataset"
"689",68290,"Wyndham City Council","","","Australia","Southeast Asia and Oceania","Australia","AU","AUS",36,-37.9119,144.6534,"World Cities dataset"
"690",69840,"Município de Itacoatiara","","","Brazil","Latin America","Brazil","BR","BRA",76,-3.1431,-58.4442,"World Cities dataset"
"691",840161,"Municipality of Del Carmen","Del Carmen","POINT (125.97 9.869)","Philippines","Southeast Asia and Oceania","Philippines","PH","PHL",608,9.869,125.97,"CDP Disclosure"
"692",832610,"Orange County, NC","","","United States of America","North America","United States Of America","US","USA",840,28.9347,-81.2881,"World Cities dataset"
"693",73725,"Guaminí","","","Argentina","Latin America","Argentina","AR","ARG",32,-33.8836,-60.5669,"World Cities dataset"
"694",834163,"Hat Siao Sub-District Municipality","","","Thailand","Southeast Asia and Oceania","Thailand","TH","THA",764,17.5158,99.7734,"World Cities dataset"
"695",834280,"Municipality of Pérez","","","Argentina","Latin America","Argentina","AR","ARG",32,43.7836162,-79.5976384,"World Cities dataset"
"696",49172,"City of St. Petersburg","St. Petersburg","","United States of America","North America","United States Of America","US","USA",840,27.7931,-82.6652,"World Cities dataset"
"697",839673,"Municipalidad Distrital de Jesús María","","","Peru","Latin America","Peru","PE","PER",604,-3.7852828,-80.0639827,"World Cities dataset"
"698",54098,"City of Thunder Bay","Thunder Bay","POINT (-89.2477 48.3809)","Canada","North America","Canada","CA","CAN",124,48.3809,-89.2477,"CDP Disclosure"
"699",73365,"Town of Ithaca","","","United States of America","North America","United States Of America","US","USA",840,42.4442,-76.5032,"World Cities dataset"
"700",73754,"Panaji","","","India","South and West Asia","India","IN","IND",356,15.48,73.83,"World Cities dataset"
"701",834300,"Municipality of Villanueva","","","Guatemala","Latin America","Guatemala","GT","GTM",320,4.6113,-72.9281,"World Cities dataset"
"702",54696,"XIV Ayuntamiento de La Paz","La Paz","","Mexico","Latin America","Mexico","MX","MEX",484,21.3,-100.5167,"World Cities dataset"
"703",841269,"Municipalidad de Montecarlo","","","Argentina","Latin America","Argentina","AR","ARG",32,-30.85,-64.5167,"World Cities dataset"
"704",54342,"Jbail-Byblos Municipality","","","Lebanon","Middle East","Lebanon","LB","LBN",422,42.50651405,27.3537499392833,"World Cities dataset"
"705",834229,"Municipality of Bragado","","","Argentina","Latin America","Argentina","AR","ARG",32,42.50651405,27.3537499392833,"World Cities dataset"
"706",2185,"Bristol City Council","Bristol","","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,51.45,-2.5833,"World Cities dataset"
"707",840521,"City of Denizli","","","Turkey","Europe","Turkey","TR","TUR",792,37.7731,29.0878,"World Cities dataset"
"708",54345,"City Government of Davao","Davao","POINT (125.625 7.07475)","Philippines","Southeast Asia and Oceania","Philippines","PH","PHL",608,7.07475,125.625,"CDP Disclosure"
"709",73712,"Camilo Aldao","","","Argentina","Latin America","Argentina","AR","ARG",32,-33.0442,-61.1681,"World Cities dataset"
"710",60332,"Prefeitura de São Carlos","","","Brazil","Latin America","Brazil","BR","BRA",76,-22.0178,-47.8908,"World Cities dataset"
"711",839648,"Ayuntamiento Victoria","","","Mexico","Latin America","Mexico","MX","MEX",484,23.7333,-99.1333,"World Cities dataset"
"712",839970,"San Justo","San Justo","","Argentina","Latin America","Argentina","AR","ARG",32,-34.6833,-58.55,"World Cities dataset"
"713",839964,"Ameghino","Ameghino","","Argentina","Latin America","Argentina","AR","ARG",32,-34.5607073,-59.0820879,"World Cities dataset"
"714",826167,"Ayuntamiento de Tapalpa","","","Mexico","Latin America","Mexico","MX","MEX",484,19.6325,-99.1386,"World Cities dataset"
"715",53829,"City of Kingston, ON","Kingston","","Canada","North America","Canada","CA","CAN",124,44.3054151,-76.4283781,"World Cities dataset"
"716",60385,"Alcaldía de Villavicencio","","","Colombia","Latin America","Colombia","CO","COL",170,4.1425,-73.6294,"World Cities dataset"
"717",834161,"Kinmen County Government","","","Taiwan, Greater China","East Asia","Taiwan","TW","TWN",158,24.4367638,118.3186435,"World Cities dataset"
"718",73694,"Chacabuco","","","Argentina","Latin America","Argentina","AR","ARG",32,-34.65,-60.49,"World Cities dataset"
"719",59707,"Town of Princeton, NJ","","","United States of America","North America","United States Of America","US","USA",840,40.3563,-74.6693,"World Cities dataset"
"720",35870,"City of Miami","Miami","POINT (-80.1918 25.7617)","United States of America","North America","United States Of America","US","USA",840,25.7617,-80.1918,"CDP Disclosure"
"721",58670,"City of Monrovia","Monrovia","","Liberia","Africa","Liberia","LR","LBR",430,6.3106,-10.8047,"World Cities dataset"
"722",840244,"Prefeitura de Águas da Prata","","","Brazil","Latin America","Brazil","BR","BRA",76,-21.9369,-46.7169,"World Cities dataset"
"723",831926,"Ramallah","","","State of Palestine","Middle East","Palestinian Territory, Occupied","PS","PSE",275,31.9030543,35.1952255,"World Cities dataset"
"724",839980,"Municipalidad de Avellaneda","","","Argentina","Latin America","Argentina","AR","ARG",32,-34.6625,-58.3678,"World Cities dataset"
"725",50390,"Prefeitura de Teresina","","","Brazil","Latin America","Brazil","BR","BRA",76,-5.0949,-42.8042,"World Cities dataset"
"726",74563,"Town of Guilford, VT","","","United States of America","North America","United States Of America","US","USA",840,41.3345,-72.7004,"World Cities dataset"
"727",73724,"Arteaga","","","Argentina","Latin America","Argentina","AR","ARG",32,-22.5,-63.8333,"World Cities dataset"
"728",73707,"Totoras","","","Argentina","Latin America","Argentina","AR","ARG",32,-33.5333,-58.2167,"World Cities dataset"
"729",840941,"Prefeitura de Vila Nova dos Martírios","","","Brazil","Latin America","Brazil","BR","BRA",76,-21.53879635,-42.1809782686909,"World Cities dataset"
"730",840492,"City of Malolos","","","Philippines","Southeast Asia and Oceania","Philippines","PH","PHL",608,14.2167,121.1667,"World Cities dataset"
"731",74673,"Izmir Metropolitan Municipality","","","Turkey","Europe","Turkey","TR","TUR",792,38.4147331,27.1434119,"World Cities dataset"
"732",834413,"Municipality of Tahuamanu","","","Peru","Latin America","Peru","PE","PER",604,-11.4042,-69.4878,"World Cities dataset"
"733",840042,"Gislaveds Kommun","GISLAVED","","Sweden","Europe","Sweden","SE","SWE",752,57.29307215,13.4922298881158,"World Cities dataset"
"734",833379,"Bani-Suhaila Municipality","","","State of Palestine","Middle East","Palestinian Territory, Occupied","PS","PSE",275,31.33568665,34.3231688194826,"World Cities dataset"
"735",73645,"KwaDukuza","","","South Africa","Africa","South Africa","ZA","ZAF",710,-29.335722,31.296489,"World Cities dataset"
"736",50377,"Municipio de Querétaro","","","Mexico","Latin America","Mexico","MX","MEX",484,20.5875,-100.3928,"World Cities dataset"
"737",827047,"Fuzhou Municipal People's Government","","","China","East Asia","China","CN","CHN",156,NA,NA,NA
"738",839954,"Vinh City","","","Viet Nam","Southeast Asia and Oceania","Vietnam","VN","VNM",704,10.8167,106.6333,"World Cities dataset"
"739",73665,"Villa Pehuenia","","","Argentina","Latin America","Argentina","AR","ARG",32,-34.7006,-58.4825,"World Cities dataset"
"740",826212,"Junta intermunicipal para la gestión integral de la cuenca del Río Coahuayana (JIRCO)","","","Mexico","Latin America","Mexico","MX","MEX",484,37.9850091,-103.5438321,"World Cities dataset"
"741",839666,"Municipio de Escuintla","","","Guatemala","Latin America","Guatemala","GT","GTM",320,14.305,-90.785,"World Cities dataset"
"742",54386,"Tainan City Government","Tainan","POINT (120.227 22.9999)","Taiwan, Greater China","East Asia","Taiwan","TW","TWN",158,22.9999,120.227,"CDP Disclosure"
"743",840514,"Blitar City","","","Indonesia","Southeast Asia and Oceania","Indonesia","ID","IDN",360,-8.1,112.15,"World Cities dataset"
"744",834120,"City of Tanjungpinang","","","Indonesia","Southeast Asia and Oceania","Indonesia","ID","IDN",360,0.9188,104.4554,"World Cities dataset"
"745",840371,"Falkoping Kommun","Falköping","","Sweden","Europe","Sweden","SE","SWE",752,58.1695083,13.5542412,"World Cities dataset"
"746",74568,"City of Shoreline, WA","","","United States of America","North America","United States Of America","US","USA",840,NA,NA,NA
"747",60125,"Klaipeda City Municipality","Klaipeda","","Lithuania","Europe","Lithuania","LT","LTU",440,55.70426435,21.1497974746222,"World Cities dataset"
"748",49347,"City of Omaha","Omaha","","United States of America","North America","United States Of America","US","USA",840,40.7682,-74.2348,"World Cities dataset"
"749",838939,"Kocaeli Metropolitan Municipality","","","Turkey","Europe","Turkey","TR","TUR",792,40.7604008,29.9331381722962,"World Cities dataset"
"750",840507,"Dura Municipality","","","State of Palestine","Middle East","Palestinian Territory, Occupied","PS","PSE",275,31.5076721,35.0299587,"World Cities dataset"
"751",73650,"Armstrong","","","Argentina","Latin America","Argentina","AR","ARG",32,-34.8,-58.3833,"World Cities dataset"
"752",840313,"Municipalidad Cerro Navia","","","Chile","Latin America","Chile","CL","CHL",152,-33.4454957,-70.7407443,"World Cities dataset"
"753",54364,"City of Kuala Lumpur","Kuala Lumpur","POINT (101.687 3.139)","Malaysia","Southeast Asia and Oceania","Malaysia","MY","MYS",458,3.139,101.687,"CDP Disclosure"
"754",832274,"Município de Odemira","","","Portugal","Europe","Portugal","PT","PRT",620,37.5833,-8.6333,"World Cities dataset"
"755",834277,"Municipality of Patagones","","","Argentina","Latin America","Argentina","AR","ARG",32,42.50651405,27.3537499392833,"World Cities dataset"
"756",54611,"Alcaldia de Manizales","Manizales","","Colombia","Latin America","Colombia","CO","COL",170,5.06,-75.52,"World Cities dataset"
"757",74558,"Summit County, UT","","","United States of America","North America","United States Of America","US","USA",840,36.1242,-115.3324,"World Cities dataset"
"758",54518,"City of Helsingborg","Helsingborg","","Sweden","Europe","Sweden","SE","SWE",752,56.0424,12.721,"World Cities dataset"
"759",834246,"Municipality of Gemona del Friuli","","POINT (13.1368 46.279)","Italy","Europe","Italy","IT","ITA",380,46.279,13.1368,"CDP Disclosure"
"760",73679,"Cruz Alta","","","Argentina","Latin America","Argentina","AR","ARG",32,-38.88,-62.08,"World Cities dataset"
"761",60276,"Prefeitura de Assis","","","Brazil","Latin America","Brazil","BR","BRA",76,-23.0761,-47.9758,"World Cities dataset"
"762",63862,"City of Ashland, OR","","","United States of America","North America","United States Of America","US","USA",840,40.7682,-74.2348,"World Cities dataset"
"763",834374,"Tagum City","","","Philippines","Southeast Asia and Oceania","Philippines","PH","PHL",608,14.5167,121.05,"World Cities dataset"
"764",54613,"Alcaldia de Valdivia","Valdivia","","Chile","Latin America","Chile","CL","CHL",152,-39.8142,-73.2459,"World Cities dataset"
"765",840037,"Tilisarao","","","Argentina","Latin America","Argentina","AR","ARG",32,-26.8569,-58.3039,"World Cities dataset"
"766",73713,"San Miguel","","","Argentina","Latin America","Argentina","AR","ARG",32,-26.8167,-65.2167,"World Cities dataset"
"767",73759,"Jambi City","","","Indonesia","Southeast Asia and Oceania","Indonesia","ID","IDN",360,-1.59,103.61,"World Cities dataset"
"768",834301,"Municipality of San Antonio de Areco","","","Argentina","Latin America","Argentina","AR","ARG",32,-24.2256,-66.3192,"World Cities dataset"
"769",840253,"Prefeitura de Pedra Bela","","","Brazil","Latin America","Brazil","BR","BRA",76,-22.7931,-46.4433,"World Cities dataset"
"770",73749,"Nagpur","","","India","South and West Asia","India","IN","IND",356,21.1539,79.0831,"World Cities dataset"
"771",840693,"Municipio de Maneiro","","","Venezuela (Bolivarian Republic of)","Latin America","Venezuela","VE","VEN",862,11.0059356,-63.8145962,"World Cities dataset"
"772",74575,"Dane County","","","United States of America","North America","United States Of America","US","USA",840,38.6473,-77.3459,"World Cities dataset"
"773",73801,"Juana Koslay","","","Argentina","Latin America","Argentina","AR","ARG",32,-33.2638,-66.2302,"World Cities dataset"
"774",36493,"Comune di Pescara","Pescara","POINT (14.2135 42.4639)","Italy","Europe","Italy","IT","ITA",380,42.4639,14.2135,"CDP Disclosure"
"775",44076,"Bursa Metropolitan Municipality","Bursa","","Turkey","Europe","Turkey","TR","TUR",792,40.1827657,29.0677305,"World Cities dataset"
"776",840937,"Prefeitura de Epitaciolândia","","","Brazil","Latin America","Brazil","BR","BRA",76,-21.7633,-52.1156,"World Cities dataset"
"777",834058,"Bogor Regency","","","Indonesia","Southeast Asia and Oceania","Indonesia","ID","IDN",360,-6.6,106.8,"World Cities dataset"
"778",68296,"Hobsons Bay City Council","","","Australia","Southeast Asia and Oceania","Australia","AU","AUS",36,-37.8361,144.8401,"World Cities dataset"
"779",60295,"Prefeitura de Jaguariúna","","","Brazil","Latin America","Brazil","BR","BRA",76,NA,NA,NA
"780",73709,"Los Surgentes","","","Argentina","Latin America","Argentina","AR","ARG",32,-27.4833,-58.8167,"World Cities dataset"
"781",60003,"Baguio City","","","Philippines","Southeast Asia and Oceania","Philippines","PH","PHL",608,16.4152,120.5956,"World Cities dataset"
"782",73788,"Salliqueló","","","Argentina","Latin America","Argentina","AR","ARG",32,-42.9,-71.3167,"World Cities dataset"
"783",36032,"Ville de Dakar","Dakar","POINT (-17.366 14.7645)","Senegal","Africa","Senegal","SN","SEN",686,14.7645,-17.366,"CDP Disclosure"
"784",60408,"Municipalidad de Talca","","","Chile","Latin America","Chile","CL","CHL",152,-35.4257106,-71.6654657,"World Cities dataset"
"785",54491,"Municipality of Málaga","Málaga","","Spain","Europe","Spain","ES","ESP",724,-25.5951779,30.4483398,"World Cities dataset"
"786",50358,"Gobierno Municipal de Toluca de Lerdo","","","Mexico","Latin America","Mexico","MX","MEX",484,12.14831795,-86.272756143805,"World Cities dataset"
"787",73676,"Umhlathuze","","","South Africa","Africa","South Africa","ZA","ZAF",710,-31.58,28.79,"World Cities dataset"
"788",834261,"Municipality of Irapuato","","","Mexico","Latin America","Mexico","MX","MEX",484,20.6667,-101.35,"World Cities dataset"
"789",840938,"Prefeitura de São Luis de Montes Belos","","","Brazil","Latin America","Brazil","BR","BRA",76,-21.53879635,-42.1809782686909,"World Cities dataset"
"790",834153,"Jasin Municipal Council","","","Malaysia","Southeast Asia and Oceania","Malaysia","MY","MYS",458,2.2662238,102.3773478,"World Cities dataset"
"791",834313,"Municipality of Tópaga","","","Colombia","Latin America","Colombia","CO","COL",170,5.7686,-72.8324,"World Cities dataset"
"792",54620,"Gobierno Municipal de la Ciudad de Paraná","la Ciudad de Paraná","","Argentina","Latin America","Argentina","AR","ARG",32,12.14831795,-86.272756143805,"World Cities dataset"
"793",839665,"Ayuntamiento de Celaya","","POINT (-100.812 20.5222)","Mexico","Latin America","Mexico","MX","MEX",484,20.5222,-100.812,"CDP Disclosure"
"794",832909,"Município de Coruche","","","Portugal","Europe","Portugal","PT","PRT",620,38.95778,-8.5285,"World Cities dataset"
"795",834362,"Sigtuna Municipality","Sigtuna Municipality","POINT (17.7234 59.6191)","Sweden","Europe","Sweden","SE","SWE",752,59.6191,17.7234,"CDP Disclosure"
"796",839670,"Municipio de Santa Catarina Pinula","","","Guatemala","Latin America","Guatemala","GT","GTM",320,14.5696471,-90.4978338,"World Cities dataset"
"797",54619,"Municipalidad  Provincial de Piura","Piura","","Peru","Latin America","Peru","PE","PER",604,-3.7852828,-80.0639827,"World Cities dataset"
"798",59531,"City of Santa Barbara, CA","","","United States of America","North America","United States Of America","US","USA",840,34.4285,-119.7202,"World Cities dataset"
"799",54352,"City of Muntinlupa","","","Philippines","Southeast Asia and Oceania","Philippines","PH","PHL",608,14.3833,121.05,"World Cities dataset"
"800",839966,"Loncopue","Loncopue","","Argentina","Latin America","Argentina","AR","ARG",32,-34.8596,-58.387,"World Cities dataset"
"801",35854,"City of Brussels","Brussels","POINT (4.34878 50.8505)","Belgium","Europe","Belgium","BE","BEL",56,50.8505,4.34878,"CDP Disclosure"
"802",841003,"Ayuntamiento de Apodaca","","","Mexico","Latin America","Mexico","MX","MEX",484,25.7833,-100.1833,"World Cities dataset"
"803",832000,"Municipalidad de Desamparados","","","Costa Rica","Latin America","Costa Rica","CR","CRI",188,9.89882375,-84.0650958941237,"World Cities dataset"
"804",841326,"Municipalidad de Oro Verde","","","Argentina","Latin America","Argentina","AR","ARG",32,-3.7852828,-80.0639827,"World Cities dataset"
"805",59971,"Melton City Council","","","Australia","Southeast Asia and Oceania","Australia","AU","AUS",36,-34.0833277,137.9813457,"World Cities dataset"
"806",74534,"Erie County, NY","","","United States of America","North America","United States Of America","US","USA",840,30.0298,-93.8406,"World Cities dataset"
"807",73693,"City of La Rioja","","","Argentina","Latin America","Argentina","AR","ARG",32,-29.4131,-66.8558,"World Cities dataset"
"808",54088,"City of Peterborough","Peterborough","","Canada","North America","Canada","CA","CAN",124,44.3,-78.3167,"World Cities dataset"
"809",834255,"Municipality of Guaymallén","","","Argentina","Latin America","Argentina","AR","ARG",32,42.50651405,27.3537499392833,"World Cities dataset"
"810",58626,"City of Racine, WI","","","United States of America","North America","United States Of America","US","USA",840,40.7682,-74.2348,"World Cities dataset"
"811",834259,"Municipality of Lobos","","","Argentina","Latin America","Argentina","AR","ARG",32,-35.1854,-59.0975,"World Cities dataset"
"812",834289,"Municipality of Rauch","","","Argentina","Latin America","Argentina","AR","ARG",32,-36.7749,-59.0898,"World Cities dataset"
"813",50359,"Gobierno Municipal de León de los Aldamas","León de los Aldamas","POINT (-101.684 21.1221)","Mexico","Latin America","Mexico","MX","MEX",484,21.1221,-101.684,"CDP Disclosure"
"814",54360,"Shah Alam City Council","","","Malaysia","Southeast Asia and Oceania","Malaysia","MY","MYS",458,3.0833,101.5333,"World Cities dataset"
"815",834226,"Municipality of Bell Ville","","","Argentina","Latin America","Argentina","AR","ARG",32,-32.6333,-62.6833,"World Cities dataset"
"816",827048,"Zhenjiang Municipal People's Government","","","China","East Asia","China","CN","CHN",156,32.1901111,119.4200584,"World Cities dataset"
"817",840925,"Prefeitura de Indiaroba","","","Brazil","Latin America","Brazil","BR","BRA",76,-9.4166,-36.6166,"World Cities dataset"
"818",54699,"Prefeitura Municipal de Barueri","Barueri","","Brazil","Latin America","Brazil","BR","BRA",76,-23.5119703,-46.8740530750524,"World Cities dataset"
"819",55379,"Santa Fé Ciudad","","","Argentina","Latin America","Argentina","AR","ARG",32,-31.6333,-60.7,"World Cities dataset"
"820",59580,"Town of Dedham, MA","","","United States of America","North America","United States Of America","US","USA",840,42.2466,-71.1777,"World Cities dataset"
"821",54318,"Government of Tangerang City","Tangerang City","","Indonesia","Southeast Asia and Oceania","Indonesia","ID","IDN",360,-6.1702,106.6403,"World Cities dataset"
"822",73652,"Caseros","","","Argentina","Latin America","Argentina","AR","ARG",32,-34.6167,-58.5333,"World Cities dataset"
"823",73722,"Mornington Peninsula Shire","","","Australia","Southeast Asia and Oceania","Australia","AU","AUS",36,-38.243315,145.088543163317,"World Cities dataset"
"824",50361,"Ayuntamiento de Hermosillo","Hermosillo","POINT (-110.961 29.0892)","Mexico","Latin America","Mexico","MX","MEX",484,29.0892,-110.961,"CDP Disclosure"
"825",839963,"Alpa Corral","Alpa Corral","","Argentina","Latin America","Argentina","AR","ARG",32,-31.6667,-64.4333,"World Cities dataset"
"826",839971,"San Nicolás de los Arroyos","San Nicolás de los Arroyos","","Argentina","Latin America","Argentina","AR","ARG",32,-33.3333,-60.2167,"World Cities dataset"
"827",826429,"Município de Figueira da Foz","Figueira da Foz","POINT (-8.8576 40.1521)","Portugal","Europe","Portugal","PT","PRT",620,40.1521,-8.8576,"CDP Disclosure"
"828",834403,"Municipality of San Martín de los Andes","","","Argentina","Latin America","Argentina","AR","ARG",32,-40.1667,-71.35,"World Cities dataset"
"829",839668,"Municipio de Iztapa","","","Guatemala","Latin America","Guatemala","GT","GTM",320,13.9310474,-90.7145934,"World Cities dataset"
"830",834405,"Municipality of Soldini","","","Argentina","Latin America","Argentina","AR","ARG",32,42.50651405,27.3537499392833,"World Cities dataset"
"831",834260,"Municipality of Olavarría","","","Argentina","Latin America","Argentina","AR","ARG",32,-36.9,-60.3333,"World Cities dataset"
"832",60400,"Municipalidad de Temuco","","","Chile","Latin America","Chile","CL","CHL",152,-38.7397933,-72.5909289,"World Cities dataset"
"833",841154,"Municipalidad de Independencia (Peru)","","","Peru","Latin America","Peru","PE","PER",604,-11.99691215,-77.0544879039708,"World Cities dataset"
"834",59956,"Banda Aceh City Government","","","Indonesia","Southeast Asia and Oceania","Indonesia","ID","IDN",360,5.5484,95.3207,"World Cities dataset"
"835",839931,"Dong Hoi City","","","Viet Nam","Southeast Asia and Oceania","Vietnam","VN","VNM",704,10.8167,106.6333,"World Cities dataset"
"836",60307,"Prefeitura de Nova Friburgo","","","Brazil","Latin America","Brazil","BR","BRA",76,-22.26,-42.54,"World Cities dataset"
"837",831674,"Município de Amarante","Amarante","","Portugal","Europe","Portugal","PT","PRT",620,41.2667,-8.0833,"World Cities dataset"
"838",35910,"Pune Municipal Corporation","Pune","","India","South and West Asia","India","IN","IND",356,18.52364645,73.853368863934,"World Cities dataset"
"839",74677,"City of Cluj-Napoca","","","Romania","Europe","Romania","RO","ROU",642,46.78,23.5594,"World Cities dataset"
"840",73752,"Bontang City","","","Indonesia","Southeast Asia and Oceania","Indonesia","ID","IDN",360,0.1333,117.5,"World Cities dataset"
"841",840425,"Skövde kommun","Skövde","","Sweden","Europe","Sweden","SE","SWE",752,58.42155745,13.9261916280887,"World Cities dataset"
"842",839650,"Ayuntamiento de Uriangato","","","Mexico","Latin America","Mexico","MX","MEX",484,20.1333,-101.1667,"World Cities dataset"
"843",54612,"Alcaldia de Valledupar","Valledupa","","Colombia","Latin America","Colombia","CO","COL",170,10.4603,-73.2597,"World Cities dataset"
"844",54305,"Rajkot Municipal Corporation","","","India","South and West Asia","India","IN","IND",356,22.3051991,70.8028335,"World Cities dataset"
"845",74488,"City of Beverly, MA","","","United States of America","North America","United States Of America","US","USA",840,40.7682,-74.2348,"World Cities dataset"
"846",840349,"St Davids","","","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,53.586,-2.664,"World Cities dataset"
"847",54538,"Bath and North East Somerset","Bath","","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,51.35632375,-2.48666142450209,"World Cities dataset"
"848",840924,"Prefeitura de Alexânia","","","Brazil","Latin America","Brazil","BR","BRA",76,-12.25,-38.97,"World Cities dataset"
"849",50401,"City of Madison","Madison","POINT (-89.3818 43.0728)","United States of America","North America","United States Of America","US","USA",840,43.0728,-89.3818,"CDP Disclosure"
"850",73684,"Carlos Tejedor","","","Argentina","Latin America","Argentina","AR","ARG",32,-34.5871877,-58.3922248,"World Cities dataset"
"851",834083,"City of Eau Claire, WI","","","United States of America","North America","United States Of America","US","USA",840,44.8199,-91.4949,"World Cities dataset"
"852",54603,"Alcaldia de Pasto","Pasto","","Colombia","Latin America","Colombia","CO","COL",170,7.8353,-72.4736,"World Cities dataset"
"853",73695,"Uranga","","","Argentina","Latin America","Argentina","AR","ARG",32,-35.1167,-60.5,"World Cities dataset"
"854",59562,"City of Urbana, IL","","","United States of America","North America","United States Of America","US","USA",840,40.7682,-74.2348,"World Cities dataset"
"855",59967,"Adelaide Hills Council","","","Australia","Southeast Asia and Oceania","Australia","AU","AUS",36,NA,NA,NA
"856",54617,"Alcaldia de Pereira","Pereira","POINT (-75.6906 4.80871)","Colombia","Latin America","Colombia","CO","COL",170,4.80871,-75.6906,"CDP Disclosure"
"857",840024,"Perth and Kinross","","","United Kingdom of Great Britain and Northern Ireland","Europe","United Kingdom","GB","GBR",826,56.205,-3.423,"World Cities dataset"
"858",840269,"Town of Whitby, ON","","","Canada","North America","Canada","CA","CAN",124,43.8833,-78.9417,"World Cities dataset"
"859",840033,"Laborde","","","Argentina","Latin America","Argentina","AR","ARG",32,-34.1267,-63.3911,"World Cities dataset"
"860",60053,"Indore Municipal Corporation","","","India","South and West Asia","India","IN","IND",356,22.7008607,75.8810831830858,"World Cities dataset"
"861",840916,"Prefeitura de Igarassu","","","Brazil","Latin America","Brazil","BR","BRA",76,-15.8796,-52.26,"World Cities dataset"
"862",73686,"Los Molles","","","Argentina","Latin America","Argentina","AR","ARG",32,-34.5,-58.7,"World Cities dataset"
